yearbuilt,finsqft,cooling,bedroom,fullbath,halfbath,lotsize,totalvalue,esdistrict,msdistrict,hsdistrict,censustract,age,condition,fp
1996,1328,Central Air,4,3,1,0.075,204500,Baker-Butler,Sutherland,Albemarle,102.01,23,Average,1
2015,2244,Central Air,4,3,1,0.095,406800,Baker-Butler,Sutherland,Albemarle,103,4,Average,1
1991,1144,Central Air,3,3,0,0,203400,Agnor-Hurt,Burley,Albemarle,106.02,28,Average,1
1989,1858,Central Air,3,2,0,2,297600,Broadus Wood,Jouett,Albemarle,102.02,30,Average,1
1974,1344,Central Air,3,2,0,3.537,168500,Red Hill,Walton,Monticello,114,45,Average,0
2013,1728,Central Air,3,2,1,0.029,267500,Baker-Butler,Sutherland,Albemarle,102.01,6,Average,0
2014,1500,Central Air,3,3,0,0.963,341100,Broadus Wood,Jouett,Albemarle,102.01,5,Average,1
2019,2548,Central Air,4,2,1,0.134,421200,Baker-Butler,Sutherland,Albemarle,102.01,0,Average,0
1978,2166,Central Air,4,3,1,0.7022,315300,Woodbrook,Jouett,Albemarle,106.01,41,Average,1
2001,3034,Central Air,4,3,1,4.208,1377700,Murray,Henley,Western Albemarle,110,18,Average,1
2011,4341,Central Air,4,5,1,2.009,1345500,Meriwether Lewis,Henley,Western Albemarle,110,8,Average,1
1985,2184,Central Air,4,2,1,0.375,374500,Woodbrook,Jouett,Albemarle,106.01,34,Average,1
1992,1224,Central Air,3,2,0,0.289,287400,Baker-Butler,Sutherland,Albemarle,103,27,Average,1
2001,3391,Central Air,5,4,0,3.149,747000,Meriwether Lewis,Henley,Western Albemarle,110,18,Average,1
2004,2912,Central Air,4,4,1,4.867,466700,Brownsville,Henley,Western Albemarle,112.01,15,Average,1
1984,1108,Central Air,4,2,0,1.38,275900,Broadus Wood,Jouett,Albemarle,102.01,35,Average,1
2014,1806,Central Air,3,2,0,5,326300,Red Hill,Walton,Monticello,114,5,Average,0
1975,1056,Central Air,3,1,0,0.954,177400,Stone-Robinson,Burley,Monticello,104.02,44,Average,1
1978,1072,Central Air,3,2,0,9.665,299700,Stone-Robinson,Walton,Monticello,113.01,41,Average,1
1963,2788,Central Air,5,3,2,1.5579,416800,Woodbrook,Jouett,Albemarle,106.01,56,Average,1
1984,1421,Central Air,3,2,0,12.914,433100,Crozet,Henley,Western Albemarle,101,35,Average,0
1971,1273,Central Air,3,2,0,0,232400,Woodbrook,Jouett,Albemarle,107,48,Average,1
2015,1728,Central Air,4,3,1,0.04,332800,Cale,Walton,Monticello,113.03,4,Average,1
2013,3234,Central Air,4,5,1,3.98,773600,Broadus Wood,Jouett,Albemarle,102.01,6,Average,1
1975,1170,Central Air,3,2,0,3.19,302500,Stony Point,Burley,Monticello,104.01,44,Average,1
1910,1022,No Central Air,2,1,0,0.267,127200,Crozet,Henley,Western Albemarle,111,109,Average,0
1966,956,Central Air,2,1,0,7.224,193300,Brownsville,Henley,Western Albemarle,112.01,53,Average,0
2000,1220,Central Air,2,2,1,0.038,183400,Baker-Butler,Sutherland,Albemarle,103,19,Average,1
1930,3740,Central Air,4,3,1,1.4,2063900,Murray,Henley,Western Albemarle,110,89,Average,1
1962,2758,Central Air,4,3,1,1.4,1409300,Murray,Henley,Western Albemarle,110,57,Average,1
1995,1787,Central Air,3,2,0,0.168,290500,Crozet,Henley,Western Albemarle,111,24,Average,1
1963,1612,Central Air,3,2,0,19.05,472900,Brownsville,Henley,Western Albemarle,111,56,Average,1
2007,4849,Central Air,5,5,1,2,1049700,Broadus Wood,Jouett,Albemarle,102.02,12,Average,1
2004,2840,Central Air,4,3,1,21.045,576900,Murray,Henley,Western Albemarle,112.01,15,Average,1
1983,960,No Central Air,3,1,0,2,161800,Red Hill,Walton,Monticello,114,36,Average,0
2018,3769,Central Air,5,4,0,1.035,1040800,Cale,Walton,Monticello,112.02,1,Average,1
1983,956,Central Air,2,2,0,0,176800,Greer,Jouett,Albemarle,107,36,Average,1
2017,1792,Central Air,3,3,0,0.114,511300,Stone-Robinson,Burley,Monticello,105,2,Average,1
2015,2384,Central Air,3,3,0,0.15,429100,Brownsville,Henley,Western Albemarle,111,4,Average,1
2000,2124,Central Air,3,2,1,0.323,395000,Cale,Burley,Monticello,112.02,19,Average,1
1976,1269,Central Air,4,3,0,0.346,238400,Crozet,Henley,Western Albemarle,111,43,Average,1
1976,2043,Central Air,3,3,1,1.731,641600,Murray,Henley,Western Albemarle,110,43,Average,1
2018,1905,Central Air,3,2,1,0.47,528900,Crozet,Henley,Western Albemarle,111,1,Average,1
1981,1232,Central Air,3,1,1,0,188900,Woodbrook,Jouett,Albemarle,107,38,Average,1
2017,2528,Central Air,3,3,1,0.068,468900,Brownsville,Henley,Western Albemarle,111,2,Average,1
1987,1604,Central Air,3,2,0,0.389,316200,Cale,Walton,Monticello,113.03,32,Average,1
1992,2344,Central Air,3,3,1,69.381,1064100,Brownsville,Henley,Western Albemarle,112.01,27,Average,1
1978,1802,No Central Air,3,2,0,3.8,204400,Stone-Robinson,Walton,Monticello,113.01,41,Average,1
1987,2256,Central Air,4,4,0,6.072,650800,Broadus Wood,Jouett,Albemarle,102.02,32,Average,1
1900,1756,No Central Air,3,1,0,3.83,290400,Crozet,Henley,Western Albemarle,111,119,Average,0
1996,1938,Central Air,4,2,0,0.241,393600,Cale,Burley,Monticello,112.02,23,Average,1
1985,1196,Central Air,3,2,0,3.57,262800,Crozet,Henley,Western Albemarle,111,34,Average,1
2011,1335,Central Air,3,2,1,0.078,265000,Stone-Robinson,Burley,Monticello,105,8,Average,0
1960,2037,Central Air,3,2,1,2,326800,Crozet,Henley,Western Albemarle,111,59,Average,1
2004,1200,Central Air,3,3,0,10.2,243000,Red Hill,Walton,Monticello,114,15,Average,0
2010,1668,Central Air,3,3,0,0.05,295200,Baker-Butler,Sutherland,Albemarle,103,9,Average,0
1981,3880,Central Air,5,3,1,1.96,659700,Greer,Jouett,Albemarle,108,38,Average,1
1969,3480,Central Air,4,2,1,2.9354,556900,Woodbrook,Jouett,Albemarle,106.01,50,Average,1
1991,1405,Central Air,2,2,1,0.516,336700,Cale,Walton,Monticello,113.03,28,Average,1
1980,3068,Central Air,4,2,1,4.809,648800,Murray,Henley,Western Albemarle,110,39,Average,1
2005,2305,Central Air,4,4,1,0.472,511500,Cale,Walton,Monticello,112.02,14,Average,1
1950,1540,Central Air,4,4,0,0,295900,Greer,Jouett,Albemarle,108,69,Average,1
1910,4116,No Central Air,6,2,1,61,1136200,Brownsville,Henley,Western Albemarle,111,109,Average,0
1970,1392,No Central Air,3,1,1,0,219100,Agnor-Hurt,Burley,Albemarle,107,49,Average,0
1980,1624,Central Air,3,2,0,0.253,339400,Greer,Jouett,Albemarle,108,39,Average,1
1985,1323,Central Air,3,1,2,0,181200,Agnor-Hurt,Jouett,Albemarle,107,34,Average,1
1990,1740,Central Air,4,2,1,0.251,293200,Cale,Burley,Monticello,113.03,29,Average,1
1983,2403,Central Air,4,2,1,2.548,336300,Baker-Butler,Sutherland,Albemarle,102.01,36,Average,1
1972,1456,Central Air,3,1,1,0,187700,Cale,Burley,Monticello,113.02,47,Average,0
2006,1316,Central Air,2,2,0,5,191300,Stone-Robinson,Walton,Monticello,113.01,13,Average,0
1960,2015,Central Air,3,2,0,2.299,345100,Greer,Jouett,Albemarle,108,59,Average,1
1980,1200,Central Air,3,1,1,0.114,177300,Cale,Burley,Monticello,113.03,39,Average,1
1962,1124,No Central Air,3,2,0,0.69,130200,Stone-Robinson,Burley,Monticello,104.01,57,Average,0
1986,1508,Central Air,3,2,NA,2.68,298800,Murray,Henley,Western Albemarle,112.02,33,Average,1
2016,736,Central Air,1,1,0,0.029,203300,Brownsville,Henley,Western Albemarle,111,3,Average,0
2003,2596,Central Air,3,2,1,0.188,336600,Crozet,Henley,Western Albemarle,111,16,Average,1
1992,1365,Central Air,2,2,1,0,253200,Agnor-Hurt,Burley,Albemarle,106.02,27,Average,1
1981,1480,Central Air,3,2,1,0,269300,Hollymead,Sutherland,Albemarle,103,38,Average,1
1960,3270,Central Air,3,3,1,110.73,3173900,Greer,Jouett,Albemarle,108,59,Average,0
1998,1536,Central Air,3,2,1,0.117,222300,Agnor-Hurt,Burley,Albemarle,106.02,21,Average,1
2005,2261,Central Air,4,3,1,0.226,411300,Brownsville,Henley,Western Albemarle,111,14,Average,1
1995,1827,Central Air,3,2,0,3.83,352100,Broadus Wood,Jouett,Albemarle,102.01,24,Average,1
2006,2401,Central Air,3,3,0,2,609400,Meriwether Lewis,Henley,Western Albemarle,101,13,Average,1
1990,2268,Central Air,4,3,1,0.251,414000,Baker-Butler,Sutherland,Albemarle,103,29,Average,1
1970,1356,Central Air,4,3,1,0,241800,Greer,Jouett,Albemarle,108,49,Average,1
2007,2375,Central Air,4,2,1,0.254,391500,Crozet,Henley,Western Albemarle,111,12,Average,1
1999,2858,Central Air,4,2,1,0.308,422100,Hollymead,Sutherland,Albemarle,103,20,Average,1
1940,1241,No Central Air,2,1,0,1,188100,Cale,Walton,Monticello,113.03,79,Average,0
2018,2528,Central Air,3,3,1,0.156,489400,Cale,Burley,Monticello,113.02,1,Average,1
1996,1761,Central Air,3,2,0,0.368,374500,Agnor-Hurt,Burley,Albemarle,106.02,23,Average,1
2008,1420,Central Air,3,3,0,0.071,290600,Baker-Butler,Sutherland,Albemarle,103,11,Average,0
1996,1688,Central Air,5,3,0,0.396,364500,Cale,Walton,Monticello,113.01,23,Average,0
1985,1772,Central Air,3,2,0,0,310400,Agnor-Hurt,Burley,Albemarle,107,34,Average,1
1979,1891,Central Air,3,2,0,6.176,285600,Scottsville,Walton,Monticello,114,40,Average,1
2001,1803,Central Air,3,2,1,0.101,272000,Hollymead,Sutherland,Albemarle,103,18,Average,1
1994,1008,Central Air,3,1,0,2,162600,Stone-Robinson,Walton,Monticello,113.01,25,Average,0
2000,3214,Central Air,4,3,1,2,572700,Baker-Butler,Sutherland,Albemarle,104.01,19,Average,1
2006,4080,Central Air,6,5,1,48.19,977400,Broadus Wood,Jouett,Albemarle,102.02,13,Average,1
1957,2870,Central Air,4,3,1,2.5,1004800,Murray,Henley,Western Albemarle,110,62,Average,1
1983,1560,Central Air,3,2,1,0.2054,288500,Agnor-Hurt,Burley,Albemarle,106.02,36,Average,1
2006,2348,Central Air,3,2,1,21.075,545000,Red Hill,Walton,Monticello,114,13,Average,1
1994,2072,Central Air,3,2,1,0.92,448000,Murray,Henley,Western Albemarle,110,25,Average,1
1914,1254,No Central Air,3,1,0,1.378,120600,Scottsville,Walton,Monticello,114,105,Average,0
2007,2872,Central Air,4,2,1,0.31,432400,Stony Point,Burley,Monticello,105,12,Average,1
1986,1792,Central Air,3,2,0,5,176100,Scottsville,Walton,Monticello,113.01,33,Average,0
1994,1416,Central Air,3,2,0,0.267,303600,Hollymead,Sutherland,Albemarle,103,25,Average,1
1984,1231,Central Air,3,2,0,0.78,232000,Crozet,Henley,Western Albemarle,111,35,Average,1
1973,1602,Central Air,3,2,1,0,180300,Agnor-Hurt,Burley,Albemarle,107,46,Average,1
1964,1652,Central Air,3,2,0,6.32,244900,Stone-Robinson,Burley,Monticello,105,55,Average,0
1977,2547,Central Air,4,2,1,5,319800,Stone-Robinson,Burley,Monticello,104.02,42,Average,1
1992,1596,Central Air,3,2,1,2.26,233100,Baker-Butler,Sutherland,Albemarle,102.01,27,Average,0
1993,1625,Central Air,3,2,1,0,240900,Woodbrook,Jouett,Albemarle,106.01,26,Average,0
1965,2795,Central Air,4,3,0,8.5,676000,Woodbrook,Jouett,Albemarle,106.01,54,Average,1
2017,1880,Central Air,3,3,1,0.032,309400,Baker-Butler,Sutherland,Albemarle,103,2,Average,0
1986,2168,No Central Air,3,2,0,35.74,619400,Crozet,Henley,Western Albemarle,101,33,Average,0
1990,927,Central Air,2,2,0,0,161100,Greer,Jouett,Albemarle,107,29,Average,1
1976,1288,Central Air,3,2,0,41.6,499500,Brownsville,Henley,Western Albemarle,112.01,43,Average,1
1981,1246,Central Air,3,1,1,0,171500,Agnor-Hurt,Jouett,Albemarle,107,38,Average,0
1994,992,Central Air,2,1,0,0.035,175900,Woodbrook,Jouett,Albemarle,106.01,25,Average,0
1991,1867,Central Air,3,2,0,3,143800,Stone-Robinson,Burley,Monticello,104.01,28,Average,0
2017,1767,Central Air,3,2,1,0.123,449500,Stone-Robinson,Burley,Monticello,105,2,Average,1
1992,1601,Central Air,3,2,1,0.246,319000,Cale,Burley,Monticello,112.02,27,Average,1
2002,3032,Central Air,3,2,1,9.071,538100,Brownsville,Henley,Western Albemarle,111,17,Average,1
2016,3762,Central Air,4,4,1,0.223,814300,Brownsville,Henley,Western Albemarle,111,3,Average,1
1955,864,No Central Air,3,1,0,2.142,168400,Crozet,Henley,Western Albemarle,112.01,64,Average,0
2018,2470,Central Air,3,3,2,0.039,378200,Stone-Robinson,Burley,Monticello,105,1,Average,0
2018,2430,Central Air,5,2,1,0.459,591900,Cale,Burley,Monticello,112.02,1,Average,1
2002,1720,Central Air,3,2,1,0.099,285700,Hollymead,Sutherland,Albemarle,103,17,Average,1
1799,3380,No Central Air,4,2,0,5.94,595300,Brownsville,Henley,Western Albemarle,112.01,220,Average,1
1910,1206,Central Air,2,2,0,18.84,669800,Meriwether Lewis,Henley,Western Albemarle,101,109,Average,0
1983,1874,Central Air,2,2,0,2.078,347900,Greer,Jouett,Albemarle,108,36,Average,0
2018,2854,Central Air,3,4,0,6.654,825900,Cale,Walton,Monticello,112.02,1,Average,1
1987,2534,Central Air,4,4,1,1.4,456900,Stone-Robinson,Burley,Monticello,105,32,Average,1
2001,1556,Central Air,3,2,1,0.125,267700,Cale,Walton,Monticello,113.03,18,Average,1
1992,1625,Central Air,3,2,1,0,239300,Woodbrook,Jouett,Albemarle,106.01,27,Average,0
2000,3523,Central Air,5,5,0,0.468,613700,Woodbrook,Jouett,Albemarle,106.01,19,Average,1
1985,1866,Central Air,3,2,0,4.4,315600,Broadus Wood,Jouett,Albemarle,102.01,34,Average,1
1990,1438,Central Air,3,2,0,0,243400,Crozet,Henley,Western Albemarle,111,29,Average,1
1983,1340,Central Air,3,2,0,0,253000,Agnor-Hurt,Burley,Albemarle,106.02,36,Average,1
2012,1748,Central Air,4,2,1,0.037,356400,Brownsville,Henley,Western Albemarle,111,7,Average,0
1771,1566,No Central Air,2,1,0,7.01,169500,Scottsville,Walton,Monticello,113.01,248,Average,1
1993,1176,Central Air,3,2,0,0.238,156800,Crozet,Henley,Western Albemarle,111,26,Average,0
2012,3636,Central Air,1,4,0,32.713,1588100,Red Hill,Walton,Monticello,112.01,7,Average,1
1940,869,Central Air,4,1,0,0,136900,Scottsville,Walton,Monticello,114,79,Average,1
1996,3219,Central Air,4,3,1,2.236,536600,Broadus Wood,Jouett,Albemarle,102.02,23,Average,1
2011,2485,Central Air,4,3,0,18.14,459600,Stone-Robinson,Burley,Monticello,104.01,8,Average,1
2005,1744,Central Air,3,2,1,0.053,264300,Brownsville,Henley,Western Albemarle,111,14,Average,1
1954,1368,Central Air,3,1,1,20,282600,Red Hill,Walton,Monticello,113.01,65,Average,1
1995,1471,Central Air,3,2,0,0.219,335200,Cale,Burley,Monticello,112.02,24,Average,1
2017,2793,Central Air,4,3,1,0.108,546100,Brownsville,Henley,Western Albemarle,111,2,Average,1
1995,2510,Central Air,5,3,1,0.261,468500,Woodbrook,Jouett,Albemarle,106.01,24,Average,1
1990,1516,Central Air,3,2,0,0.069,276000,Woodbrook,Jouett,Albemarle,106.01,29,Average,1
1967,1943,Central Air,4,2,0,0.379,362500,Woodbrook,Jouett,Albemarle,106.01,52,Average,1
1991,1504,Central Air,4,3,1,0.221,310600,Baker-Butler,Sutherland,Albemarle,103,28,Average,1
2012,1796,Central Air,5,3,1,0.72,387600,Woodbrook,Jouett,Albemarle,106.01,7,Average,1
1989,4492,Central Air,6,5,0,2.033,574600,Murray,Henley,Western Albemarle,110,30,Average,1
1976,2939,Central Air,4,3,0,0.929,416700,Meriwether Lewis,Henley,Western Albemarle,110,43,Average,1
2015,1844,Central Air,3,2,1,29.31,615300,Red Hill,Walton,Monticello,113.01,4,Average,1
1979,1980,Central Air,3,2,0,5.413,254800,Red Hill,Walton,Monticello,114,40,Average,0
1994,2164,Central Air,4,2,1,1.754,377400,Hollymead,Sutherland,Albemarle,103,25,Average,1
1980,1199,Central Air,3,2,1,0.2478,256800,Greer,Jouett,Albemarle,107,39,Average,1
1987,1991,Central Air,4,3,1,0,299100,Agnor-Hurt,Burley,Albemarle,106.02,32,Average,1
2005,3703,Central Air,4,3,3,4.879,1483500,Murray,Henley,Western Albemarle,112.02,14,Average,1
2002,3184,Central Air,5,2,2,0.366,489800,Cale,Burley,Monticello,112.02,17,Average,1
1972,1196,Central Air,3,1,1,0,193800,Crozet,Henley,Western Albemarle,111,47,Average,1
1956,2864,Central Air,4,3,0,0.279,341800,Crozet,Henley,Western Albemarle,111,63,Average,1
2014,3033,Central Air,3,3,1,0.108,849800,Murray,Henley,Western Albemarle,110,5,Average,1
1983,1525,Central Air,4,3,1,0.308,325700,Woodbrook,Jouett,Albemarle,106.01,36,Average,1
2011,1600,Central Air,3,2,1,0.047,271600,Stone-Robinson,Burley,Monticello,105,8,Average,0
1960,1416,No Central Air,2,1,0,611.765,2488800,Scottsville,Walton,Monticello,113.01,59,Average,1
1996,2762,Central Air,4,2,1,0.278,392800,Crozet,Henley,Western Albemarle,111,23,Average,1
2003,1574,Central Air,3,2,0,0.24,332800,Hollymead,Sutherland,Albemarle,103,16,Average,1
1994,1584,Central Air,3,2,1,0.271,332500,Hollymead,Sutherland,Albemarle,103,25,Average,1
2011,1672,Central Air,4,3,1,0.057,337500,Cale,Walton,Monticello,113.03,8,Average,1
2015,1533,Central Air,3,2,0,0.27,459700,Crozet,Henley,Western Albemarle,111,4,Average,1
1984,1942,Central Air,3,3,1,1.177,424000,Stone-Robinson,Burley,Monticello,105,35,Average,1
2014,3959,Central Air,3,3,1,0.467,789300,Brownsville,Henley,Western Albemarle,111,5,Average,1
2017,1880,Central Air,4,3,1,0.032,320500,Baker-Butler,Sutherland,Albemarle,103,2,Average,0
2001,1488,Central Air,3,2,1,0.137,257100,Hollymead,Sutherland,Albemarle,103,18,Average,1
1754,630,No Central Air,2,1,0,0.473,119600,Meriwether Lewis,Henley,Western Albemarle,101,265,Average,0
1994,1696,Central Air,3,2,0,10,396600,Red Hill,Walton,Monticello,113.01,25,Average,1
1976,1344,Central Air,4,3,0,0.5,241500,Broadus Wood,Jouett,Albemarle,102.01,43,Average,1
1915,1368,No Central Air,2,1,1,1.308,185400,Crozet,Henley,Western Albemarle,111,104,Average,1
2004,2594,Central Air,4,2,1,0.215,441800,Cale,Walton,Monticello,113.03,15,Average,1
1918,1488,No Central Air,3,2,0,1.72,179900,Brownsville,Henley,Western Albemarle,111,101,Average,0
1988,2456,Central Air,3,2,2,1.473,587400,Murray,Henley,Western Albemarle,110,31,Average,1
2014,1680,Central Air,3,3,1,0.042,365700,Agnor-Hurt,Burley,Albemarle,106.02,5,Average,0
1999,1550,Central Air,3,2,0,0.201,359600,Cale,Walton,Monticello,113.03,20,Average,1
1907,940,No Central Air,2,1,0,0.5,82700,Red Hill,Walton,Monticello,113.01,112,Average,0
2007,1856,Central Air,3,2,1,0.148,327100,Baker-Butler,Sutherland,Albemarle,103,12,Average,1
2012,2402,Central Air,4,3,1,0.104,397100,Brownsville,Henley,Western Albemarle,111,7,Average,0
1976,2109,No Central Air,4,2,0,2,233700,Scottsville,Walton,Monticello,114,43,Average,1
2014,1680,Central Air,4,3,1,0.042,371600,Agnor-Hurt,Burley,Albemarle,106.02,5,Average,1
1975,1392,Central Air,2,2,1,0,193900,Agnor-Hurt,Burley,Albemarle,106.02,44,Average,1
1959,2529,Central Air,3,2,0,5.26,315500,Red Hill,Walton,Monticello,114,60,Average,0
2017,2704,Central Air,4,2,1,0.183,509200,Brownsville,Henley,Western Albemarle,111,2,Average,1
1971,1104,Central Air,2,1,0,2.12,159700,Stone-Robinson,Walton,Monticello,113.01,48,Average,0
1973,1651,Central Air,3,2,1,2.272,322100,Stony Point,Sutherland,Albemarle,104.01,46,Average,1
2018,1636,Central Air,3,2,1,0.043,360000,Stone-Robinson,Burley,Monticello,105,1,Average,0
2010,1584,Central Air,3,2,1,0.063,279100,Baker-Butler,Sutherland,Albemarle,103,9,Average,0
1961,1180,Central Air,4,2,0,3.82,255800,Red Hill,Walton,Monticello,112.02,58,Average,0
1992,1592,Central Air,3,2,0,0.299,311000,Cale,Walton,Monticello,113.01,27,Average,0
1998,1998,Central Air,3,2,0,0.32,397400,Agnor-Hurt,Burley,Albemarle,106.02,21,Average,1
1935,1073,Central Air,3,1,0,2.9,140700,Red Hill,Walton,Monticello,112.01,84,Average,0
1996,1322,Central Air,3,2,1,0.1,183200,Baker-Butler,Sutherland,Albemarle,102.01,23,Average,1
1979,2684,Central Air,4,2,0,1.91,450600,Murray,Henley,Western Albemarle,110,40,Average,1
1989,1632,Central Air,3,2,0,2.006,266100,Red Hill,Walton,Monticello,112.01,30,Average,0
1993,2280,Central Air,4,2,1,0.307,313400,Hollymead,Sutherland,Albemarle,103,26,Average,1
1975,1056,No Central Air,3,1,0,2.617,105200,Scottsville,Walton,Monticello,114,44,Average,0
2003,2187,Central Air,3,2,1,0.48,361600,Stony Point,Burley,Monticello,105,16,Average,1
1970,1446,Central Air,2,2,0,2.685,344800,Meriwether Lewis,Henley,Western Albemarle,101,49,Average,1
1981,2594,Central Air,3,3,0,2.166,584100,Broadus Wood,Jouett,Albemarle,102.02,38,Average,1
2001,1900,Central Air,4,2,1,5.01,219200,Stone-Robinson,Burley,Monticello,104.01,18,Average,0
2014,2046,Central Air,3,2,1,0.177,394500,Agnor-Hurt,Burley,Albemarle,106.02,5,Average,0
2001,1973,Central Air,3,3,0,0.189,507700,Agnor-Hurt,Burley,Albemarle,106.02,18,Average,1
1994,3927,Central Air,5,3,1,21.87,909300,Stone-Robinson,Burley,Monticello,104.01,25,Average,1
2012,2240,Central Air,4,3,1,0.071,460400,Brownsville,Henley,Western Albemarle,111,7,Average,1
2008,2574,Central Air,3,3,1,0.154,748900,Murray,Henley,Western Albemarle,110,11,Average,1
1978,2330,Central Air,3,2,0,4,316300,Brownsville,Henley,Western Albemarle,112.01,41,Average,0
2013,2447,Central Air,3,2,1,0.116,425900,Brownsville,Henley,Western Albemarle,111,6,Average,1
1967,2925,Central Air,3,2,0,0,496500,Broadus Wood,Jouett,Albemarle,102.02,52,Average,1
2019,1600,Central Air,3,3,1,0.039,315200,Baker-Butler,Sutherland,Albemarle,103,0,Average,0
1971,1311,Central Air,3,3,0,0,306600,Baker-Butler,Sutherland,Albemarle,103,48,Average,1
1974,1280,Central Air,3,1,0,0,178700,Cale,Burley,Monticello,113.02,45,Average,1
1994,2236,No Central Air,2,2,0,4.221,412600,Brownsville,Henley,Western Albemarle,112.01,25,Average,1
1992,1352,Central Air,2,2,0,0.251,231100,Crozet,Henley,Western Albemarle,111,27,Average,1
2015,2460,Central Air,4,2,1,0.134,389800,Baker-Butler,Sutherland,Albemarle,102.01,4,Average,1
1990,2482,Central Air,3,2,1,4.82,390300,Broadus Wood,Jouett,Albemarle,102.01,29,Average,1
1988,3479,Central Air,4,3,0,31.96,809500,Stone-Robinson,Burley,Monticello,104.02,31,Average,1
1995,1536,Central Air,3,2,1,0.0836,188000,Agnor-Hurt,Burley,Albemarle,106.02,24,Average,1
1992,2139,Central Air,3,3,0,3.002,365300,Stone-Robinson,Walton,Monticello,113.01,27,Average,1
1972,3779,Central Air,4,3,1,6.1,1003400,Murray,Henley,Western Albemarle,108,47,Average,1
1972,1548,Central Air,3,2,0,0.735,270900,Broadus Wood,Jouett,Albemarle,102.01,47,Average,1
