County,State,CKD_number,POP_total,Hypertension,Obesity,Heart_disease,Diabetes,Smoking,Food_Env_Index,Excessive_drinking,Unemployed,Median_household_income,POP_65,POP_Black,POP_White
DE BACA,New Mexico,906,1382,29.41,32.9,10.8,16.5,17.6,7.9,16,5.1,40181,29.7,0.8,51
DONA ANA,New Mexico,2129,164291,18.04,32.1,6.9,12.8,15.3,6.2,15,6.6,46619,16.5,1.7,26.1
EDDY,New Mexico,8508,42556,19.49,36.9,6.7,12.2,17,7.3,17,6.4,66191,14.8,1.4,43.5
GRANT,New Mexico,3308,21886,20,31.4,9.2,14.5,16.9,6.2,16,7.3,46503,29.5,0.9,46.1
GUADALUPE,New Mexico,6409,3436,0,35.7,7.6,14.3,15.8,6.9,16,7,37534,19.9,1.8,16.1
HARDING,New Mexico,2656,575,50,31,11.5,16.9,16.8,3.4,16,4.6,44080,41.3,1.4,52.7
HIDALGO,New Mexico,1095,3279,42.86,33.2,9.5,15.8,17.5,6.4,15,5.4,40226,23.1,1.1,37.6
LEA,New Mexico,6795,48859,20.35,36.8,6.6,11.7,18.6,7.5,16,9.6,51749,11.4,3.4,32
LINCOLN,New Mexico,19576,15955,20.56,28.6,9.2,13.1,16.7,6.5,17,7.5,50472,30.7,0.6,59.7
LOS ALAMOS,New Mexico,9726,14845,27.4,24.3,5,7.8,8.7,9.1,17,3,134050,18.3,1.2,70.6
LUNA,New Mexico,11719,17723,25,37,10.2,16.9,19.6,4.3,14,15.2,35040,20.5,1,26.9
MCKINLEY,New Mexico,2631,51519,21.64,36.3,9.9,18.4,25,2.8,14,9.6,40149,13.3,0.4,7.8
MORA,New Mexico,4018,3700,27.27,34.6,10.8,19.9,13.7,1.6,15,6.2,41734,29.6,0.4,17
OTERO,New Mexico,19711,51230,25.61,31.2,7.5,11.8,18.3,6.9,16,6.6,49845,17.7,3.5,47.1
QUAY,New Mexico,6062,6499,15.69,32.7,10.4,16.5,19,5.9,15,7.1,35776,26.2,1.5,47.8
RIO ARRIBA,New Mexico,14524,29885,28.33,33.8,8.5,17.2,17.5,8,16,7,47042,20.9,0.4,12.7
ROOSEVELT,New Mexico,2641,14191,32,33.8,6.8,10.9,17.9,6.1,16,5.6,46977,15,2,49
SAN JUAN,New Mexico,8158,111431,20.35,34.1,6.8,11.9,15.4,6.7,18,6.6,72545,19.1,2.1,41.3
SAN MIGUEL,New Mexico,16736,91989,27.78,33.9,7.8,13.7,22.6,5.4,14,8,49977,16.1,0.6,36
SANDOVAL,New Mexico,13401,22522,25.85,33.2,8.7,16.7,15.9,5.2,14,7.3,43564,23.7,1.6,17.8
SANTA FE,New Mexico,9826,123068,23.47,23.6,7.1,11.5,12.2,7.6,15,6.2,67311,26.6,0.9,43.3
SIERRA,New Mexico,14890,9259,19.67,30.6,12.3,16.5,17.7,5.5,16,8.1,37660,37,0.7,62.9
SOCORRO,New Mexico,12135,12977,20.59,33.8,9,15.4,19.9,4.3,15,6.3,38817,20.7,1,32.5
TAOS,New Mexico,1609,27057,27.52,23.7,9,15.2,14.3,6.4,16,8.9,45626,28.7,0.5,35.9
TORRANCE,New Mexico,6354,12365,34.38,38.6,9.2,15.1,19.1,5.3,16,7.9,45684,22,1.4,49
UNION,New Mexico,2967,3342,12.5,32.7,8.2,13.1,19.2,6.6,16,4.2,41518,21.6,2.4,50.5
VALENCIA,New Mexico,12751,58545,26.67,35.9,7.8,14.2,16.2,5.5,16,6.9,50510,18.4,1.4,30.7
ALBANY,New York,2408,250758,26.18,28.3,6.3,9.7,14.5,8.2,21,4.4,74512,17.9,12.8,70.9
ALLEGANY,New York,16872,37040,25.2,34.5,8.3,11.7,19.2,8.1,21,5,55320,20,1.3,94.2
BRONX,New York,159,1077440,30.32,31.5,7.3,16.2,17,6.8,14,13.6,43143,14,29.1,9
BROOME,New York,1758,154669,25.84,31,7.8,11,18.8,7.6,20,5.2,55729,19.7,5.8,82
CATTARAUGUS,New York,890,59907,33.96,37.6,8.8,13.5,21.1,7.7,22,5.3,54602,20.3,1.3,90
CAYUGA,New York,444,61990,27.11,34.4,8.4,11.4,19,8.4,22,4.7,62839,20.6,4.1,89.3
CHAUTAUQUA,New York,1131,101942,38.73,34.4,8.8,12.4,19.1,7.4,21,5.6,48102,21.1,2.2,86.6
CHEMUNG,New York,65,66225,30.32,34.3,8.4,12.1,19.1,7.5,22,5.3,59155,19.8,6,85.5
CHENANGO,New York,5923,37696,30.82,37.2,8.7,12.7,20.3,8.2,20,4.4,58177,21.6,0.9,94.5
CLINTON,New York,1332,66204,28.19,35.1,7.4,10.9,19.8,8.1,21,4.6,60094,18.2,3.9,89.8
COLUMBIA,New York,913,49558,23.48,30,8.5,11.7,16.4,8.1,20,3.8,69403,25.4,4.4,85.8
CORTLAND,New York,129,38585,28.92,31.3,7,9.9,17.8,8,22,5.1,62292,17.1,1.8,91.8
DELAWARE,New York,28,37175,18.82,34.1,9.6,12.7,19.6,7.9,21,4.6,53385,26,1.7,91.1
DUTCHESS,New York,144,238569,23.21,28.7,6.7,10.5,14.4,8.5,20,4.4,87370,18.5,10.6,69.7
ERIE,New York,1526,733627,36.78,30.8,7.3,11.4,15.5,7.8,21,5.5,63014,18.7,12.8,74.4
ESSEX,New York,639,31238,20.96,31.7,8.4,11.3,16.8,8.6,22,4.7,62884,24.9,2.4,91.8
FRANKLIN,New York,359,40543,33.14,42.2,8,12.8,20.8,7.3,22,4.7,54960,17.7,5.7,81.7
FULTON,New York,821,42821,35.29,34,8.9,13.1,20.9,7.7,20,5.5,56169,20.4,2,91.4
GENESEE,New York,2449,45812,24,32.2,7.8,11.7,17.7,8.5,23,4.3,62785,19.6,2.7,90
GREENE,New York,190,39676,26.11,32.8,8.4,12.1,18,8.5,21,4.9,61375,23,5.5,84.2
HAMILTON,New York,1775,3861,37.5,32.2,10.2,14.4,19.8,7.4,21,4.4,57427,33.1,1.2,94.3
HERKIMER,New York,296,49078,20.41,34.9,9,11.3,19.4,7.9,24,5.8,59366,21.5,1.3,93.7
JEFFERSON,New York,1304,84957,30.03,37.1,6.5,9.6,17.6,7.5,21,5,59430,14.6,5.8,81.3
KINGS,New York,457,1993855,30.77,25.4,6.3,11.6,14,7.7,17,10.1,66943,15.1,29.2,37
LEWIS,New York,3607,20394,35.96,33.2,8.4,12.7,19.4,8.1,22,5,59978,19.6,0.7,95.8
LIVINGSTON,New York,3396,52072,29.21,35.4,7.3,10.7,16.9,8.5,21,4.3,65221,19.2,2.6,90.2
MADISON,New York,985,57332,25.56,32.1,7.3,10.4,17.2,8.3,23,4.5,66419,19.8,1.8,92.7
MONROE,New York,4299,588260,27.06,31.7,6.9,10.4,15.1,7.8,22,5.2,66003,18.3,14.4,69.8
MONTGOMERY,New York,467,38207,24.66,36,9.1,13.4,19.7,6.2,19,5.7,55523,19.1,2.4,79.2
NASSAU,New York,546,1066847,25.06,25,6,9.9,10.9,9.6,18,4.5,125118,18.4,11.6,57.4
NEW YORK,New York,1166,1395341,25.34,19.7,5.4,8.7,11.4,8,22,7.6,84371,18.3,12.8,45.8
NIAGARA,New York,505,168369,32.72,31.3,8,12.4,18.3,7.8,22,5.7,61068,20.2,7,84.5
ONEIDA,New York,122,180924,28.01,33.3,8.2,12.9,17.3,7.8,21,5.1,59804,19.4,6.2,80.8
ONONDAGA,New York,2207,363785,26.87,32.3,6.9,10.8,16.3,7.9,20,4.9,65548,18.1,10.9,76.2
ONTARIO,New York,6779,87720,21.51,29.6,7.1,10.2,15,8.5,21,4.3,76137,21.5,2.4,89.1
ORANGE,New York,1182,284791,26.39,27.8,6.4,10.6,15.3,8.3,19,4.7,88494,14.5,10.9,61.1
ORLEANS,New York,43628,32754,20.34,37.5,8.7,13.1,20.7,8,21,5.2,56140,19.4,5.6,86.1
OSWEGO,New York,4864,93129,33.15,37.3,7.9,10.8,19.7,7.9,20,5.5,59394,17.5,1,93.5
OTSEGO,New York,2069,50199,30.17,28.3,7.9,10.3,17.9,7.5,19,4.4,61664,22.1,2.2,90.6
PUTNAM,New York,1971,79302,24.44,27.3,6.2,9.5,12.5,8.8,22,4.2,107014,18.6,3.2,75.3
QUEENS,New York,3571,1820449,26.26,25.3,6.2,13.3,13,8.3,15,9.6,72807,17.4,17.8,24.5
RENSSELAER,New York,2147,128251,26.23,30.7,6.8,10.4,16.2,8.3,24,4.4,74106,18.1,7.3,81.9
RICHMOND,New York,1291,372141,29.14,30.4,6.4,11.5,15.1,8.7,18,8.7,84744,17,9.2,58.3
ROCKLAND,New York,1978,233983,26.62,26,6.9,11.2,13.8,8.4,18,4.4,98054,15.7,10.8,62.7
SARATOGA,New York,1689,86153,23.89,38.1,7.7,11.2,21.1,7.3,22,5.1,55531,18.2,2.3,91.9
SCHENECTADY,New York,1078,183995,27.51,30.3,6.6,9.4,15.3,8.9,24,3.8,87154,19.3,1.9,89.8
SCHOHARIE,New York,1318,122016,18.25,34,6.9,11.1,15,8.3,21,4.9,72357,17.7,11.6,71.3
SCHUYLER,New York,6758,25692,20,33.6,8.3,11.6,17.5,8.5,21,4.5,67080,23.2,1.4,92.2
SENECA,New York,22451,14474,17.39,32.5,8.7,13.1,19,8.1,21,4.9,57706,22.5,1,94.5
ST. LAWRENCE,New York,1010,27496,34.55,36.7,8.3,11.9,18.9,8.2,20,4.7,60985,20.3,5,88
STEUBEN,New York,1311,75292,26.64,35.7,8.5,12.8,19.5,7.9,22,5,57584,20.3,1.6,93.3
SUFFOLK,New York,1441,1168074,25.18,29,6.4,10.7,13.4,9,21,4.6,112681,17.6,7.6,65.7
SULLIVAN,New York,1420,59497,27.36,37.5,8.5,12.6,18,8.2,21,4.9,57017,19.2,8.2,70
TIOGA,New York,1296,38350,19.5,31,8.3,11.5,17.2,8.6,21,4.4,64052,21.5,1,94.6
TOMPKINS,New York,155,87787,18.01,22.1,5.4,7.8,14.7,8.1,21,3.7,65402,15.7,4,77.4
ULSTER,New York,1636,147082,23.02,30.1,7.3,11.2,16.1,7.9,21,4.7,77427,20.8,5.9,78.2
WARREN,New York,2303,52522,25.82,29,7.9,11,15.5,8.1,23,4.9,69314,23.5,1.3,93.2
WASHINGTON,New York,63655,49732,29.82,34.5,8.2,12.1,18.9,8.4,21,4.6,61633,20.6,3.1,91.8
WAYNE,New York,670,70866,27.66,36.1,8.2,12.3,17.9,8.5,21,4.5,65299,20,2.8,89.4
WESTCHESTER,New York,1542,755700,24.94,25.1,6.2,10.4,11.2,9.1,17,4.8,109131,17.8,13.6,52.4
WYOMING,New York,1656,32510,31.58,38,7.8,11.6,17.9,8.5,22,4.5,66261,19.2,5.3,89.4
YATES,New York,17686,19393,11.86,32.9,8.6,12.5,19.1,8.7,21,3.8,63619,21.5,0.9,94.8
ALAMANCE,North Carolina,1351,129421,33.15,37.5,8.2,12.9,19.3,7,17,4.8,58847,17.2,21,61.1
ALEXANDER,North Carolina,28654,29824,19.01,33.8,9.4,13.2,21.8,7.3,18,4.2,52989,20.6,5.8,85.9
ALLEGHANY,North Carolina,37665,9217,24.56,35.3,12.4,16.5,23,7.1,18,4.6,45239,28.4,1.6,86.1
ANSON,North Carolina,5408,19982,36.08,38.6,9.2,16.3,23.4,7.4,15,6.3,40773,19.7,47,44.5
ASHE,North Carolina,5945,22326,22.08,32.7,10.2,13.6,20.4,6.9,18,4,45551,26.9,0.9,91.7
AVERY,North Carolina,10790,14884,33.71,32,9.5,12.8,20,7.9,19,3.9,48470,22.6,4.7,87.9
BEAUFORT,North Carolina,2580,37604,28.15,39.5,10.2,15.9,20.4,7,16,4.8,50312,25,23.3,65.8
BERTIE,North Carolina,8132,15676,37.19,42.6,10.6,19.4,24.6,5,14,5.9,41280,24.6,60.5,34.5
BLADEN,North Carolina,1075,26408,37.21,41,10.8,18,22.8,6.8,15,5.8,42398,23.5,32.5,54.6
BRUNSWICK,North Carolina,2876,115871,23.57,33.1,9.9,14,17.6,7.3,21,6,67286,33.3,9.2,82.5
BUNCOMBE,North Carolina,1579,211269,24.23,27.2,7.6,10.6,16.6,7,18,4.2,63838,21,5.9,82.9
BURKE,North Carolina,2100,73287,22.71,34.2,9.5,13.3,22.7,6.5,18,4.5,53758,21.2,6.5,80.8
CABARRUS,North Carolina,54827,157125,26.54,33.2,6.4,10.7,16.1,7.9,17,4.4,79148,13.5,20,60.2
CALDWELL,North Carolina,3626,65539,25.87,37.1,9.7,14,22,6.2,18,4.9,44705,20.8,5,85.8
CAMDEN,North Carolina,10716,8265,43.75,34.4,7.8,12.1,19.1,8.6,19,3.9,79162,16.5,10.5,80.4
CARTERET,North Carolina,7091,57316,22.56,33.7,9.3,13.4,17.2,7.5,19,4.1,63146,26.3,5.1,86.5
CASWELL,North Carolina,2684,18426,24,34.9,9.7,16.1,21.6,7.6,17,5.3,50879,23.2,31.4,60.9
CATAWBA,North Carolina,4896,123609,30.72,32.3,8,12.2,19.3,7.1,18,4.7,59841,18.5,8.4,74
CHATHAM,North Carolina,3562,58375,23.53,31.9,8.7,12.8,15.1,8.2,18,3.6,82764,25.3,11.3,72.1
CHEROKEE,North Carolina,835,23614,37.57,34.9,11.4,15,21.9,7.2,19,5,44211,31.5,1.5,90.3
CHOWAN,North Carolina,487,11199,29.27,39,10.5,16.8,20.8,6.2,17,4.9,48568,25.5,33.1,60.4
CLAY,North Carolina,879,9215,32,31.3,11.6,15.1,19.6,7.5,19,4.9,51537,32.6,1.2,92.3
CLEVELAND,North Carolina,2472,76149,28.96,36.6,9.2,14.5,21.8,7,16,5.3,49009,18.7,20.7,71.9
COLUMBUS,North Carolina,31962,44010,33.71,37.9,10.3,16.5,23.4,7.1,16,6.3,41206,20.6,29.6,58.7
CRAVEN,North Carolina,1997,80681,27.81,30.5,8,12.2,18.5,7.2,18,4.7,57628,20.3,20.4,65.4
CUMBERLAND,North Carolina,1254,250211,31.09,30.7,6.4,12,20.1,6.2,14,6.9,52463,12.6,37.7,40.9
CURRITUCK,North Carolina,2054,21014,21.49,33,7.6,11.2,17.3,8.7,20,4.1,82759,17.3,5.4,85.7
DARE,North Carolina,4546,29602,19.4,32.1,8,11.2,15.2,7.5,20,6,68682,23.4,2.5,86.9
DAVIDSON,North Carolina,1650,130055,37.36,37.2,9,13.2,20.4,7,16,4.5,53473,18.8,9.9,78.2
DAVIE,North Carolina,1607,33754,37.9,30.5,8.7,12.3,18.7,7.3,19,4.3,67224,21.7,6.4,83.1
DUPLIN,North Carolina,2233,44894,25.65,38.7,10.8,17.3,21.3,7.4,16,4.4,45149,19.7,23.9,50.4
DURHAM,North Carolina,21928,250915,26.48,30.2,5.8,10.7,14.5,7.7,16,4.1,71436,14.3,34.6,43.4
EDGECOMBE,North Carolina,988,40294,30.53,40.1,10.3,19,22.8,6.5,14,8.5,41157,21.1,56.8,35.6
FORSYTH,North Carolina,633,292142,33.6,31.2,7.4,12.6,16.9,6.7,15,4.9,60228,16.7,26,55.2
FRANKLIN,North Carolina,4401,52764,24.72,36.1,8.1,13.7,19.2,8.2,17,4.7,63687,17.4,24.9,62.4
GASTON,North Carolina,1047,172638,33.49,33.4,8,12.4,20,6.8,18,5.2,56017,16.4,18.3,69.1
GATES,North Carolina,415,9226,22.39,36.9,8.6,14.7,20.7,7.4,17,4.3,59762,21.9,30.2,63.6
GRAHAM,North Carolina,800,6790,16.28,34.3,11.1,14.8,22.5,7.3,19,6.9,43647,24.8,0.6,84.7
GRANVILLE,North Carolina,845,47843,35.71,34.3,8.1,14,19.6,7.7,17,4,62715,17.9,30.9,56.7
GREENE,North Carolina,528,16803,31.67,38.5,9.3,16.3,23.1,7.8,16,4.1,42884,17.6,35.4,46.2
GUILFORD,North Carolina,1554,414773,33.23,35.7,6.9,12.4,16.8,7.4,15,5.6,60915,15.9,35,47.9
HALIFAX,North Carolina,746,39744,30.98,42,10.9,19.3,25.2,6.5,14,7.5,38944,21.9,52.8,37.8
HARNETT,North Carolina,1190,99312,28.13,35.6,7,12.2,18.9,7.4,16,5.3,61701,13.3,21.2,59.6
HAYWOOD,North Carolina,4428,50663,22.71,34,9.4,12.6,19.3,7.6,19,4.2,51817,25.1,1.3,91.4
HENDERSON,North Carolina,6482,94678,27.7,31,9,12.4,16.7,7.5,17,4.1,60384,26.6,3.1,82.5
HERTFORD,North Carolina,2667,19192,33.33,43.6,9.7,18.4,22.8,6.6,14,6.5,40461,21.6,59.9,32.7
HOKE,North Carolina,4358,39828,43.04,36.6,6.7,13,20.4,7,16,6.4,54948,11,34,37.3
HYDE,North Carolina,2380,4352,26.67,39.2,9.6,15.8,23.3,4.3,17,6.5,44880,24,26.5,60.7
IREDELL,North Carolina,259,137375,27.47,34.1,7.2,11.6,17.3,7.9,19,4.6,69734,16.2,11.9,74.6
JACKSON,North Carolina,2009,36132,23.78,30.4,8.1,11.5,19.8,7.5,19,4.5,50652,20.5,2.2,80
JOHNSTON,North Carolina,742,151021,27.72,34.6,7.2,12,18,8.2,17,4.2,69889,13.7,17.1,64.7
JONES,North Carolina,3996,7852,30,38.8,11,18.1,23.3,7.3,16,4.2,47616,24.5,28.8,61.9
LEE,North Carolina,2058,46719,28.14,36.5,8.4,13.6,19.4,7,17,5.4,56679,17.1,18.4,57.1
LENOIR,North Carolina,967,43370,26.29,39.9,10.2,17.3,22.8,6,16,5,44244,20.9,40.9,48.1
LINCOLN,North Carolina,486,66121,28.43,31.4,8.2,12,18.2,7.5,19,4.1,73319,18.8,5.5,84
MACON,North Carolina,387,36343,25,33.9,9.5,13.3,21.3,7.6,18,4.5,50476,21.4,3.9,86.6
MADISON,North Carolina,2832,28695,27.03,31.6,10.5,14.3,19.5,7.4,18,4.2,49406,29.1,1.4,87.9
MARTIN,North Carolina,1861,17870,23.94,32.2,9.2,12.4,19.3,7.2,19,4.3,51849,22.7,1.4,93.4
MC DOWELL,North Carolina,2660,18084,26.86,39.6,10.4,18.2,22.8,7.3,15,5.5,43261,25.2,41.6,51.6
MECKLENBURG,North Carolina,7633,836188,23.21,29.6,5.4,9.5,13.9,8,18,4.9,75138,11.9,31.7,45.3
MITCHELL,North Carolina,629,12260,28.75,32.8,10.2,13.7,20.1,7.7,19,5.1,49086,25.3,0.7,90.7
MONTGOMERY,North Carolina,929,21264,27.38,37.1,10,15.6,20.9,7.3,17,4.7,52897,21.6,17.8,62.8
MOORE,North Carolina,4502,77656,30.91,30.1,8.7,12.1,16,7.7,19,4.6,69373,23.7,11.2,76.8
NASH,North Carolina,1142,73444,26.72,38.2,8.5,15,20,7.5,16,6.3,55956,19.1,41.4,47.5
NEW HANOVER,North Carolina,1998,189474,22.91,30.3,7.1,10.5,16.1,7.1,21,4.2,66212,18.9,12.6,77.3
NORTHAMPTON,North Carolina,7123,16258,36.28,41.7,11.5,20.5,23.3,7.8,15,6.2,40524,28.3,56.1,39
ONSLOW,North Carolina,1866,149266,27.97,29,5.1,8.4,19.6,6.5,19,5.1,55645,9.9,14.3,65.4
ORANGE,North Carolina,9440,117322,24.29,25,5.6,8.9,12.8,8.5,17,3.5,79814,15.7,11.4,69.3
PAMLICO,North Carolina,1823,10791,33.01,34.4,11.1,16.1,20.2,7.6,18,4.3,53732,30.6,18.4,73.9
PASQUOTANK,North Carolina,5672,30817,24.23,39.6,7.9,13.9,18.7,7.3,16,5.4,51365,17.8,35.3,54.1
PENDER,North Carolina,337,48381,25.62,31,8.1,12.7,18.9,7.6,19,4.2,69555,18.4,13.2,75.8
PERQUIMANS,North Carolina,273,10960,30.77,35.2,10.8,16.1,20,8.1,18,5.3,53760,27.8,21.4,72.5
PERSON,North Carolina,1664,31247,45.97,37.3,9.1,14.9,20.3,7.4,17,5,55287,20.9,26.4,65.4
PITT,North Carolina,673,141567,33.57,35.7,6.6,11.7,18.2,7,17,5,48116,14.3,35.7,53.1
POLK,North Carolina,13050,17304,17.69,30.6,10.2,13.6,16.6,8,19,4.7,58064,31.8,4,87.4
RANDOLPH,North Carolina,1900,111088,33.87,34.2,9.1,13.3,20.9,6.9,17,4.7,57088,18.2,6.5,77.1
RICHMOND,North Carolina,3008,34622,29.8,39.8,9.8,16.3,23.3,6.2,16,7.3,42158,18.2,31.4,55.2
ROBESON,North Carolina,1792,99102,31.39,37.2,10.8,18,27.3,6.5,15,7.6,38613,16,22.5,23.3
ROCKINGHAM,North Carolina,3270,72303,33.48,36.9,9.6,14.9,22,6.7,18,5.5,46868,21.2,18.8,71.4
ROWAN,North Carolina,856,109855,30.43,34.2,8.5,12.9,20.5,7,18,5,56441,18,16.4,70.3
RUTHERFORD,North Carolina,1269,53040,22.5,36.3,9.9,14.6,22.7,6.8,17,6.5,44477,22.2,9.6,82.3
SAMPSON,North Carolina,170,48165,33.66,41.6,9.9,17.1,21.7,7.7,16,4.5,48267,18.4,24.6,49.8
SCOTLAND,North Carolina,4090,26926,37.58,42.1,10,17.5,25.8,5.7,15,9.5,44060,18.6,38.5,41.2
STANLY,North Carolina,1153,48687,30.12,33.2,8.6,12.7,20,8,18,4.4,57465,19.2,11.3,80.1
STOKES,North Carolina,4593,36945,20,35.1,9.5,13.5,22.3,7.6,18,4.2,57763,22.5,4.1,90.2
SURRY,North Carolina,358,56753,32.54,33.4,9.9,13.9,21.7,7.3,18,4.4,51820,21,3.7,82.3
SWAIN,North Carolina,1662,11097,22.22,35.2,10.4,15.1,24.5,7.4,17,4.5,47838,18.9,1.2,58.6
TRANSYLVANIA,North Carolina,1900,28873,23.03,29.3,10.6,13.9,18.1,7.8,19,4.1,61737,31.3,3.3,90
TYRRELL,North Carolina,2136,3361,13.33,38,10.3,17.2,22.9,7.1,16,7,39970,21.6,33,51.6
UNION,North Carolina,1308,172613,25.75,32,6.2,10.4,15.8,8.3,19,3.9,87553,13.2,11.8,69.8
VANCE,North Carolina,1130,34061,37.59,41.3,9.9,18,22,7.1,14,7.9,45557,19.4,51,37.8
WAKE,North Carolina,622,830774,25.66,27.5,5.2,9.1,11.5,8.3,19,4,91558,12.6,19.9,58.8
WARREN,North Carolina,810,16160,32.26,40.6,11.2,19.6,23.4,7.4,15,7.7,44794,26.9,49.4,38.4
WASHINGTON,North Carolina,21952,9482,22.08,38.5,11.3,19.5,23.3,6.9,15,6.9,42582,26.7,47.4,44
WATAUGA,North Carolina,461,48768,25.68,29.2,6.9,9.6,18.4,7.7,18,3.7,55183,17.4,1.8,91.1
WAYNE,North Carolina,842,94067,34.95,40.8,8.5,15,20.8,6.9,16,5,49955,17.1,31.2,51.5
WILKES,North Carolina,2692,54514,30.59,33.7,10.3,14.5,21.9,7.4,18,4.7,47891,22.6,4.4,86.4
WILSON,North Carolina,2711,62774,27.35,36.9,9.1,15.9,21.9,7.4,15,6.7,48777,19,39.4,46
YADKIN,North Carolina,5634,29751,44.44,34.6,9.8,13.9,21.7,7.5,18,4.2,56547,20.7,3.1,83.2
YANCEY,North Carolina,819,14634,32.95,32.8,10.7,14.2,20.5,7.7,19,4.3,46299,26.4,0.9,91.9
ADAMS,North Dakota,3393,1857,20,32.8,9.2,12.2,19.6,8.9,22,3.4,56364,29.2,1.7,90.1
BARNES,North Dakota,2894,8432,26.15,32.6,8.1,11.1,17.2,9.2,23,3.1,61111,23.1,1.6,91.9
BENSON,North Dakota,461,4500,38.89,41.1,11.2,16.4,29.9,6.2,20,5,47080,14.8,0.4,38.1
BILLINGS,North Dakota,1081,732,,33.3,8.3,11,17.1,7.9,23,2.9,77375,24.4,0.5,91.2
BOTTINEAU,North Dakota,1606,5070,26.47,33.4,8.5,11.8,17.5,8.6,23,4.8,67400,24.3,0.7,89.3
BOWMAN,North Dakota,467,2321,22.22,31.6,8.2,10.9,18.7,10,23,2.5,68253,23.4,0.4,91.5
BURKE,North Dakota,1185,1574,30.77,35.3,8.3,11.5,17.6,8.4,24,4.3,71492,21.6,0.8,91.3
BURLEIGH,North Dakota,4346,73143,26,34.2,6.4,8.7,15.1,9.5,24,3.1,71980,17.2,2.2,87.4
CASS,North Dakota,666,140661,34.09,33,5.2,7.8,15.8,9.4,22,2.9,66351,12.8,6.5,83.7
CAVALIER,North Dakota,3861,2970,26.09,34.2,9.2,11.9,18.2,8.9,23,3.1,65006,27.2,0.6,93.4
DICKEY,North Dakota,1413,3697,16.67,35.6,7.8,10.6,16.8,10,23,2.7,55270,21.8,0.5,92.7
DIVIDE,North Dakota,4491,1772,15.38,35,9.8,13,20.3,9.2,23,2.4,64646,24.9,1.7,89.1
DUNN,North Dakota,2781,3300,38.46,35,7.6,11.1,19,8.6,22,3.3,75713,17.3,1.6,79.5
EDDY,North Dakota,3783,1768,15.38,38.3,9.4,12.7,19.6,8.5,22,4,57277,22.5,0.6,89.3
EMMONS,North Dakota,2022,2643,20.83,35.5,10.4,13.6,19.1,8.3,23,4.6,55883,27.9,0.5,94.6
FOSTER,North Dakota,1993,2536,18.75,37,8.4,11.4,17.9,9.3,22,2.8,69364,23.1,0.4,94.1
GOLDEN VALLEY,North Dakota,1165,1375,0,34.8,8.9,11.9,18.4,6.7,23,2.7,63973,27.5,0.7,92.4
GRAND FORKS,North Dakota,1644,55843,31.84,33.2,5.9,8.9,17.3,8.5,21,3.2,64804,13.7,4,82.7
GRANT,North Dakota,1306,1886,0,35.5,10.7,13.7,19.8,8.3,22,2.7,48544,30,0.3,95
GRIGGS,North Dakota,2134,1778,44.44,34.9,9.9,12.9,17.4,9.6,24,2.8,59520,30.1,0.5,97.3
HETTINGER,North Dakota,441,1904,26.67,34,9.4,12.1,20.4,6.9,23,3.2,54282,23.4,0.9,91.8
KIDDER,North Dakota,1140,1934,9.09,37.7,10.2,13.3,20.7,5.9,22,5.2,55020,27.2,0.3,93.1
LA MOURE,North Dakota,143,3191,42.31,33.8,10.4,12.8,18.7,7.8,22,2.3,65932,27.7,0.4,95.7
LOGAN,North Dakota,4624,1465,28.57,35.5,9.9,12.6,18.9,7.5,23,3,51318,26.2,0.3,93.3
MCHENRY,North Dakota,1497,4424,30.77,37.3,8.5,11.1,18.7,8.1,23,4.3,64262,21.5,0.6,94.5
MCINTOSH,North Dakota,20205,2102,21.05,31.1,11.1,13.9,20.8,9.2,23,3.5,54211,29.8,1,93.8
MCKENZIE,North Dakota,777,9340,28.57,36.1,6,8.9,19.4,7.8,22,5.5,86294,9.8,2,74.3
MCLEAN,North Dakota,458,7471,24.14,35.3,8.8,12.1,18.4,8.7,24,3.7,68419,24.7,0.5,86.9
MERCER,North Dakota,1359,6363,28.57,37.6,8,11,17.9,9.5,25,4.7,78823,21.8,0.7,91.9
MORTON,North Dakota,3463,23903,30.28,31.6,6.9,9.9,17.5,9.5,22,3.8,71415,17.1,1.5,87.5
MOUNTRAIL,North Dakota,2117,7475,18.52,37.4,6.6,10.9,22.1,9.2,21,3.5,71941,11.6,1.5,55.8
NELSON,North Dakota,2522,2315,32,38.3,9.6,12.8,18,6.7,24,3.7,62095,25.8,0.7,91.2
OLIVER,North Dakota,1096,1461,0,36.9,8.9,12.2,18.7,7.8,22,3.8,72965,23.7,0.5,93.6
PEMBINA,North Dakota,575,5501,31.58,35.7,8.7,12.2,19.2,8.9,23,4.8,63809,24.9,0.6,90.2
PIERCE,North Dakota,65,3166,28.57,39.9,9.6,12.4,18.1,9.1,22,3.4,55747,24.2,0.7,89.2
RAMSEY,North Dakota,268,8762,26.09,40.4,8.2,11.9,20.9,8.3,23,3.3,63973,20,0.9,80.2
RANSOM,North Dakota,196,4057,27.27,35.5,8.4,11.5,18.6,9.5,22,2.6,71594,21.3,0.9,93
RENVILLE,North Dakota,23,1836,47.06,33,8.3,11.3,17.7,8.8,23,3.4,66937,21.9,0.6,93.6
RICHLAND,North Dakota,166,12680,21.28,34.4,7.3,10.3,18.1,9.2,22,2.7,65184,19.4,1,89.8
ROLETTE,North Dakota,73,9444,29.79,45.1,10.3,18.3,30.2,7.1,19,10.6,47394,12.1,0.4,16.1
