A_LabID,SiteID,StateID,Latitude,Longitude,CollDate,LandCover1,LandCover2,A_Depth,A_Ag,A_Al,A_As,A_Ba,A_Be,A_Bi,A_C_Tot,A_C_Inorg,A_C_Org,A_Ca,A_Cd,A_Ce,A_Co,A_Cr,A_Cs,A_Cu,A_Fe,A_Ga,A_Hg,A_In,A_K,A_La,A_Li,A_Mg,A_Mn,A_Mo,A_Na,A_Nb,A_Ni,A_P,A_Pb,A_Rb,A_S,A_Sb,A_Sc,A_Se,A_Sn,A_Sr,A_Te,A_Th,A_Ti,A_Tl,A_U,A_V,A_W,A_Y,A_Zn
C-326712,3220,NM,34.2975,-108.3538,4/10/2009,Shrubland,Shrubland,0-20,<1,6.84,2.6,865,1.7,0.15,0.66,N.D.,0.66,1.67,0.1,48.1,9.5,27,<5,14.9,2.34,16.1,0.01,0.03,2.01,25.1,15,0.55,418,0.41,2.12,9.7,13.9,470,15.4,78.5,0.01,0.42,5.4,<0.2,1.3,636,<0.1,4.9,0.31,0.3,1,61,0.7,13.9,50
C-323837,3311,NM,32.1985,-104.6877,4/17/2009,Shrubland,Shrubland,0-5,<1,5.4,7.2,393,1.8,0.22,2.6,N.D.,2.6,0.51,0.3,56.7,8.1,39,5,13.9,2.39,12.4,0.03,0.05,1.48,32.3,40,0.41,442,0.8,0.43,11.4,18.9,390,21,73.8,0.03,0.86,8,0.3,1.9,180,<0.1,9.2,0.26,0.5,2.5,55,1.1,19.8,49
C-327697,3412,NM,32.0847,-107.7169,4/22/2009,Shrubland,Shrubland,0-20,<1,7.31,3.6,658,2.1,0.21,0.55,0.2,0.4,1.24,0.3,116,3.8,9,<5,12.6,2.26,25.5,<0.01,0.07,4.27,57,13,0.64,624,1.67,2.61,62.6,7.1,810,19.6,133,<0.01,0.55,4.6,<0.2,2.3,154,<0.1,6.9,0.34,0.4,1.1,28,1.8,26.4,98
C-326079,3476,NM,33.7995,-106.1892,4/11/2009,Shrubland,Shrubland,0-5,<1,4.11,4.9,386,1.2,0.17,4.49,2.3,2.2,6.72,0.5,40.7,6.3,29,<5,14.8,1.82,9.1,0.02,0.04,1.31,20.7,19,1.84,349,1.15,0.66,9.8,14.1,770,15.7,56.5,0.05,0.64,5.4,0.4,1.2,184,<0.1,6.6,0.24,0.4,2.3,48,0.8,12.6,53
C-327714,3604,NM,31.8078,-108.3652,4/21/2009,Shrubland,Shrubland,0-10,<1,6.8,5.1,597,2.1,0.43,0.63,N.D.,0.63,0.94,0.3,80.1,9.3,20,7,34.4,2.95,17.7,0.02,0.06,2.74,42.4,34,0.74,583,1.01,1.11,15.5,15.6,640,31.7,160,0.01,0.95,8.2,<0.2,1.9,142,<0.1,11.3,0.34,0.8,1.9,54,2.1,26,82
C-326720,3627,NM,36.7798,-108.4378,4/17/2009,Shrubland,Shrubland,0-5,<1,6.26,12.9,529,1.9,0.1,1.14,0.6,0.5,2.75,0.1,49.8,6.9,12,<5,13.1,1.92,13,0.04,0.03,1.95,26.1,22,0.4,252,0.98,0.96,7.5,11.4,320,13.9,92.2,0.05,0.6,4.4,<0.2,1,129,<0.1,6.8,0.18,0.5,1.8,42,0.7,17.9,46
C-327700,3732,NM,33.4264,-107.6612,4/20/2009,Herbaceous Upland,Grasslands/Herbaceous,0-5,<1,6,3,665,1.1,0.19,3.94,2.4,1.5,9.78,0.2,62,10.3,33,<5,22.5,3.23,15.3,0.02,0.05,1.46,29.2,23,1.12,538,0.46,1.3,8.2,20.5,610,18.7,58.7,0.03,0.73,9.3,<0.2,1.4,606,<0.1,5.7,0.36,0.3,1.3,85,1.3,17.7,55
C-326196,3803,NM,35.574,-108.9121,4/17/2009,Shrubland,Shrubland,0-12,<1,6.93,5.7,874,2.2,0.17,0.6,N.D.,0.6,0.66,0.2,69.1,9,31,5,18.1,2.76,14.9,0.02,0.05,2.31,34.7,28,0.59,449,0.67,1.01,11.3,14,310,16.5,120,0.02,1.28,8,<0.2,1.6,127,<0.1,9.2,0.33,0.5,2.1,69,1,20,64
C-326193,3819,NM,36.6218,-103.6858,4/3/2009,Herbaceous Upland,Grasslands/Herbaceous,0-20,<1,5.6,7.4,646,2,0.2,2.96,0.7,2.3,3.82,0.3,81,12.9,50,<5,20.4,2.78,13.7,0.02,0.05,1.83,40,25,0.8,515,0.95,0.73,16,26.7,850,17.6,91,0.04,0.74,8.5,0.3,1.7,171,<0.1,10,0.36,0.4,2.1,82,1.1,22.3,67
C-326722,3823,NM,34.7637,-104.935,4/13/2009,Shrubland,Shrubland,0-30,<1,3.36,4.3,409,1.1,0.14,2.12,0.9,1.2,3.53,0.2,39.2,4.4,17,<5,13.3,1.45,6.9,0.02,0.02,1.43,20.5,17,0.41,209,0.46,0.57,7.2,9.5,410,11.3,59.9,0.03,0.49,3.4,<0.2,0.9,88.6,<0.1,5.2,0.21,0.3,1.2,36,0.6,11,33
C-326156,3883,NM,35.3686,-106.6376,4/6/2009,Shrubland,Shrubland,0-60,<1,3.31,3.3,701,0.8,0.1,0.81,N.D.,0.81,0.46,<0.1,23,2.3,6,<5,6.7,0.89,6.34,<0.01,<0.02,1.68,13.4,11,0.21,184,0.4,0.82,5.1,4.2,330,12.4,54.9,0.02,0.51,2.1,<0.2,0.6,154,<0.1,4,0.11,0.3,1,22,0.8,7.3,21
C-326195,3924,NM,32.9392,-106.0155,4/18/2009,Shrubland,Shrubland,0-30,<1,5.61,4.9,414,2.6,0.16,3.53,2.6,0.9,10.6,0.3,68.9,11.8,46,<5,21.2,2.82,13.3,0.01,0.06,1.98,32.8,34,1.26,537,1.17,0.64,13.4,24.3,840,14.6,102,0.57,0.49,8,<0.2,2.4,422,<0.1,8.4,0.32,0.4,2.2,62,1.1,24.9,87
C-326148,4075,NM,35.9173,-104.545,4/7/2009,Shrubland,Shrubland,0-40,<1,4.73,8.8,371,1.2,0.28,4.14,3,1.1,10.8,0.3,42.9,7,32,<5,22.2,2.26,9.66,0.02,0.04,1.33,22.4,21,0.65,356,3.71,0.54,9.9,20.3,620,16.2,51.8,0.04,0.91,6.6,0.6,1.5,320,<0.1,8,0.23,0.5,2.7,69,0.9,15.5,57
C-326160,4079,NM,33.9242,-104.098,4/14/2009,Shrubland,Shrubland,0-40,<1,3.34,2.5,357,0.9,0.15,0.79,0.5,0.3,1.78,0.1,31.9,4.6,15,<5,11.2,1.31,8,<0.01,0.03,0.99,16.9,16,0.47,235,0.38,0.74,6.1,9.1,310,12.3,44.7,0.01,0.96,3.9,<0.2,0.9,113,<0.1,5.3,0.16,0.3,1.1,35,0.5,9.1,30
C-326189,4159,NM,35.3379,-103.4387,4/4/2009,Herbaceous Upland,Grasslands/Herbaceous,0-20,<1,2.68,2.9,300,1,0.11,0.38,N.D.,0.38,0.23,0.1,35.9,4.3,13,<5,11.2,1.11,6,<0.01,0.02,1.03,18.1,16,0.24,226,0.32,0.47,4.6,8.6,180,9,50.6,<0.01,0.37,3.3,<0.2,0.8,55.1,<0.1,4.6,0.15,0.2,1.1,29,0.5,9.5,27
C-323844,4244,NM,34.4334,-107.6573,4/10/2009,Forested Upland,Evergreen Forest,0-10,<1,7.77,2.7,951,1.7,0.16,1.27,N.D.,1.27,2.21,0.2,63.7,14.9,37,<5,18.9,4.31,17.3,0.02,0.05,2.01,32.6,19,0.8,788,0.62,2.24,12.4,15.2,430,19.7,65.4,0.02,0.46,11,<0.2,1.6,669,<0.1,9.1,0.45,0.3,1.8,107,0.9,19.9,80
C-325696,4308,NM,33.9205,-108.5125,4/20/2009,Shrubland,Shrubland,0-30,<1,7.54,5.8,821,2.5,0.43,2.89,N.D.,2.89,1.16,0.2,115,16.7,45,7,34,3.83,18.5,0.03,0.06,1.9,74.5,37,0.66,681,0.72,0.87,13.3,30.2,410,27.6,98.2,0.02,0.94,11.4,0.2,2.1,279,<0.1,28.9,0.54,0.6,5.4,88,1.7,31.5,68
C-324017,4335,NM,33.0819,-103.2477,4/15/2009,Shrubland,Shrubland,0-20,<1,4.32,4.4,396,1.7,0.1,0.93,N.D.,0.93,0.42,0.3,49.3,7.4,33,<5,16.2,2.01,11.3,0.02,0.03,1.4,25.7,24,0.32,459,0.47,0.41,10.2,14.7,370,17.1,70.8,0.01,0.67,6.4,<0.2,1.5,73,<0.1,8.7,0.25,0.4,1.7,39,0.8,16.2,71
C-326146,4395,NM,36.071,-108.3213,4/18/2009,Shrubland,Shrubland,0-8,<1,6.39,4.9,657,1.6,0.21,0.56,0.1,0.5,0.87,0.3,51.9,7.6,17,6,14.8,2.04,14.9,0.02,0.05,2.03,26.6,25,0.55,386,0.76,0.92,12.1,9.7,360,18.8,92.1,0.03,1.22,7.2,<0.2,1.6,146,<0.1,10.2,0.28,0.6,2.5,53,1.2,17.7,54
C-326069,4415,NM,33.9039,-105.4414,4/11/2009,Shrubland,Shrubland,0-25,<1,4.01,3.7,498,1.1,0.2,4.23,3.4,0.8,8.35,0.3,42.5,6.1,22,<5,14,1.94,9.17,0.03,0.03,1.5,22.8,20,1.05,370,0.85,0.87,11.8,10.4,480,15.9,54.8,0.05,0.61,4.9,<0.2,1.3,204,<0.1,6.9,0.26,0.3,1.6,52,0.9,14.5,42
C-325750,4500,NM,34.3622,-106.167,4/11/2009,Shrubland,Shrubland,0-10,<1,4.69,4.1,559,1.4,0.07,1.28,0.5,0.8,2.34,0.2,45.2,6.3,30,<5,13.4,2,11.7,0.02,0.02,1.8,23.7,22,0.5,324,0.45,0.79,10.7,13.3,310,16,75.6,0.02,0.68,6.1,<0.2,1.4,149,<0.1,6.6,0.27,0.4,1.4,51,0.6,15.6,49
C-326188,4591,NM,32.8827,-105.1518,4/16/2009,Shrubland,Shrubland,0-10,<1,4.69,5.7,455,1.1,0.14,4.16,1.3,2.9,5.01,0.1,41.6,5.3,32,<5,15.1,2.14,7.4,0.03,0.02,1.78,20.5,25,1.23,381,0.64,0.63,7.4,13.8,630,10.6,62.4,0.06,0.44,3.8,0.4,1,133,<0.1,5.8,0.33,0.3,1.2,49,0.7,11.1,53
C-323841,4651,NM,36.7694,-107.2091,4/8/2009,Forested Upland,Evergreen Forest,0-50,<1,6.01,2,1080,1.7,0.08,0.4,N.D.,0.4,0.57,0.1,44.9,6.8,17,<5,11.2,1.88,12.3,0.02,0.03,2.08,20.8,16,0.37,368,<0.05,1.75,9.4,10.1,340,15.2,68.1,0.01,0.23,6.3,<0.2,0.9,122,<0.1,5,0.25,0.3,2.2,45,0.5,15,44
C-327701,4692,NM,32.1932,-106.9257,4/18/2009,Shrubland,Shrubland,0-20,<1,4.1,3.4,586,1.1,0.12,0.55,0.2,0.4,1.55,0.1,35.3,4.3,9,<5,10.1,1.5,9.76,<0.01,0.03,2.02,19.8,16,0.41,238,0.37,0.8,8.5,10.8,220,12.9,77.7,0.01,0.55,3.9,<0.2,1,151,<0.1,5,0.2,0.4,1,33,0.6,12.1,33
C-324003,4756,NM,33.0892,-105.9688,4/18/2009,Shrubland,Shrubland,0-5,<1,4.11,3,570,1.8,0.14,2.19,1.1,1.1,5.07,0.2,42.8,6.7,15,<5,13.5,2.23,8.16,0.02,0.03,1.57,20.3,15,0.59,381,0.62,1.19,13.7,9.5,610,15.6,72,0.18,0.45,6.1,<0.2,1.5,294,<0.1,7,0.49,0.3,1.6,60,1.1,20.4,41
C-323842,4843,NM,36.5566,-104.5878,4/7/2009,Shrubland,Shrubland,0-10,<1,5.83,6.4,586,1.8,0.18,1.52,N.D.,1.52,0.66,0.3,66.9,9.9,29,<5,19.8,2.35,13.3,0.01,0.04,1.81,31.9,26,0.52,357,0.95,1.06,11,16.1,630,19,82.4,0.03,0.78,8.2,0.6,1.3,198,<0.1,10.7,0.3,0.4,2.9,69,1.1,19.6,64
C-325758,4907,NM,36.5568,-105.7712,4/8/2009,Shrubland,Shrubland,0-20,<1,5.97,5,695,1.5,0.1,2.24,1,1.2,5.11,0.2,63.2,14,43,<5,24.7,3.03,15.2,0.01,0.04,1.64,31.7,25,1.12,691,0.62,0.98,12.8,27.5,620,17.2,70.6,0.03,0.81,10.4,0.2,1.6,230,<0.1,8.4,0.36,0.4,2,72,0.9,22.1,71
C-326071,5012,NM,34.0204,-107.3131,4/20/2009,Shrubland,Shrubland,0-50,<1,6.65,3.2,799,1.8,0.24,1.56,0.1,1.5,2.07,0.2,54.8,9.4,28,<5,18.3,2.71,15.7,0.03,0.05,2.31,27.9,26,0.82,592,0.63,1.55,15.4,16.8,620,21.6,89.3,0.03,0.78,7.4,<0.2,1.6,407,<0.1,9.6,0.34,0.5,1.8,60,1.4,19.3,70
C-325752,5099,NM,36.1018,-103.9027,4/3/2009,Herbaceous Upland,Grasslands/Herbaceous,0-45,<1,5.71,4.7,627,1.6,0.11,0.98,N.D.,0.98,0.57,0.3,58.6,8.5,34,<5,16.7,2.43,14.4,0.02,0.03,2.08,29.5,25,0.42,498,0.73,0.81,12.4,17.1,500,18.5,88.6,0.02,0.69,7.9,0.2,1.6,127,<0.1,8.5,0.3,0.5,2,62,0.7,19.4,68
C-326187,5103,NM,35.3536,-105.3096,4/6/2009,Herbaceous Upland,Grasslands/Herbaceous,0-20,<1,3.56,4.9,375,1.9,0.21,0.67,N.D.,0.67,0.32,0.3,67.1,8.1,15,<5,12.6,1.37,11.6,0.02,0.04,1.46,33.3,18,0.25,287,0.95,0.45,15.1,10.3,250,17.2,99.2,0.01,0.7,6.5,<0.2,1.7,70.2,<0.1,9.6,0.21,0.5,2.2,36,1.1,19.7,31
C-325707,5183,NM,34.9084,-103.1258,4/14/2009,Herbaceous Upland,Grasslands/Herbaceous,0-20,<1,4.76,4.6,480,1.4,0.19,0.98,N.D.,0.98,0.39,0.3,73.4,8.4,30,<5,18.9,2,11.2,0.02,0.04,1.73,32.8,21,0.37,484,0.85,0.7,11.6,20.1,400,18,80.3,0.02,0.69,7,<0.2,1.4,98.4,<0.1,9.6,0.31,0.5,1.8,56,1.1,22.7,53
C-325788,5268,NM,34.8667,-108.5556,4/10/2009,Herbaceous Upland,Grasslands/Herbaceous,0-10,<1,4.2,3.9,599,1.4,<0.04,0.67,N.D.,0.67,0.25,0.1,47.7,6.9,13,<5,14.4,1.6,9.79,0.01,<0.02,1.69,23.9,17,0.25,436,0.45,0.77,7.7,8.6,270,14,73.5,0.01,0.85,5.7,<0.2,1,82.2,<0.1,6.8,0.23,0.4,1.8,39,0.2,14.9,42
C-326202,5359,NM,32.5582,-104.0385,4/15/2009,Shrubland,Shrubland,0-60,<1,0.65,0.9,88,0.2,0.06,0.77,0.2,0.6,19.9,<0.1,4.74,1.2,4,<5,2.9,0.22,1.1,<0.01,<0.02,0.19,2.4,4,0.08,69,0.1,0.06,1.2,1.7,100,2.1,9.2,16.3,0.1,0.6,<0.2,0.3,1950,<0.1,0.6,0.03,<0.1,0.1,5,0.1,1.6,8
C-325712,5419,NM,35.4347,-108.5546,4/16/2009,Forested Upland,Evergreen Forest,0-12,<1,3.43,2.9,307,0.9,0.17,1,N.D.,1,0.29,0.2,53.1,5.1,17,<5,23.1,1.95,8.2,<0.01,0.02,0.91,24.8,17,0.23,309,0.77,0.34,7.5,11.2,270,18.2,42.7,<0.01,0.72,5.4,<0.2,1.3,79.7,<0.1,7.1,0.22,0.2,1.6,50,0.8,13.9,28
C-326159,5439,NM,33.8617,-105.1213,4/11/2009,Shrubland,Shrubland,0-25,<1,5.27,3.8,608,1.5,0.21,1.44,0.2,1.2,2,0.2,51.9,7.9,47,<5,15.8,2.64,12.7,0.02,0.04,1.86,26.4,20,0.73,441,1.09,1.23,14.2,23,540,17.9,74.3,0.03,0.82,6,<0.2,1.6,204,<0.1,8.2,0.29,0.4,1.7,70,1,16.2,50
C-326206,5524,NM,35.563,-107.0661,4/9/2009,Shrubland,Shrubland,0-40,<1,2.65,6,202,1,0.11,2.31,1.8,0.5,10.5,0.2,33.5,3.4,16,<5,8,1.05,5.7,0.02,0.02,1.07,16.6,15,1.64,113,1.91,0.3,5.5,10.1,570,6.7,51.5,5.29,0.34,3.2,0.7,0.9,342,<0.1,5.1,0.14,0.4,1.9,40,0.5,11,32
C-326084,5615,NM,32.1414,-105.0836,4/17/2009,Shrubland,Shrubland,0-50,<1,4.76,4.2,439,1.3,0.19,3.52,2.4,1.1,8.63,0.5,45.6,7.1,28,<5,17.3,1.84,11.8,0.02,0.05,1.84,23.6,28,2.05,459,1.36,0.79,12.6,14.4,920,17,74,0.08,0.68,5.7,1.3,1.4,469,<0.1,8,0.24,0.5,2.6,41,1.1,16.2,64
C-326138,5716,NM,32.5287,-108.4558,4/21/2009,Shrubland,Shrubland,0-30,<1,6.5,2,719,3.4,0.32,0.18,N.D.,0.18,0.36,0.1,78.2,4.7,5,<5,12.6,1.55,15.1,<0.01,0.06,4.17,37.9,8,0.2,485,0.76,1.93,15.4,4.9,310,26.3,281,<0.01,0.24,3.4,<0.2,2.3,92,<0.1,24.5,0.25,1,2.6,29,1.1,22.5,56
C-325751,5780,NM,34.0171,-107.0404,4/10/2009,Shrubland,Shrubland,0-20,<1,6.47,7.2,744,2.3,0.19,1.29,N.D.,1.29,0.59,0.4,74,9.6,42,5,23.3,2.93,17.9,0.04,0.05,3.14,40,33,0.39,616,0.8,1.04,17.6,18.7,500,27.5,152,0.02,1.88,8.1,<0.2,2.3,184,<0.1,10.9,0.37,0.9,2.2,61,1.8,27.5,84
C-325745,5931,NM,36.4325,-106.8052,4/8/2009,Shrubland,Shrubland,0-30,<1,5.06,9.2,365,1.6,0.24,3.98,1,3,4.02,0.2,49,6.5,32,<5,17.1,1.77,12.6,0.03,0.03,1.53,24.7,33,0.58,203,1.24,0.28,9.8,15.2,570,17.3,75,0.06,0.67,6.7,0.5,1.8,186,<0.1,9.2,0.22,0.5,2.6,53,0.6,17.5,65
C-327713,5972,NM,31.7997,-106.9619,4/22/2009,Shrubland,Shrubland,0-30,<1,4.89,2,712,1,0.08,0.35,0.1,0.3,1.6,<0.1,34.9,6.7,21,<5,8.7,1.72,11.1,<0.01,0.02,2.17,19.7,14,0.74,252,0.37,1.38,10,40.9,270,11.8,79.4,0.01,0.37,4.1,<0.2,0.8,297,<0.1,4.2,0.25,0.3,0.8,36,0.5,11.7,32
C-326072,6036,NM,32.838,-108.5839,4/21/2009,Shrubland,Shrubland,0-30,<1,7.15,4.7,870,2.6,0.25,0.38,N.D.,0.38,0.5,0.2,75.5,2.1,3,<5,14.8,1.19,14.8,0.02,0.04,3.9,35.4,18,0.16,1070,1.04,2.19,15,2.3,260,28.5,142,<0.01,0.41,4.1,<0.2,1.7,96.3,<0.1,12.1,0.17,0.6,1.9,14,2.8,22.8,53
C-324005,6123,NM,36.477,-105.7356,4/8/2009,Shrubland,Shrubland,0-20,<1,5.12,5.1,609,2.8,0.22,2.39,0.9,1.5,3.65,0.3,55.3,14,32,<5,20.7,2.66,11.2,0.02,0.04,1.51,29.8,21,1,605,0.79,0.92,11.3,25.2,550,19.9,76.7,0.03,0.65,9.8,<0.2,1.4,200,<0.1,8.5,0.31,0.4,1.9,60,1.3,20.7,59
C-325742,6127,NM,33.4186,-103.8474,4/16/2009,Shrubland,Shrubland,0-50,<1,0.77,<0.6,191,0.2,<0.04,0.38,N.D.,0.38,0.07,<0.1,9.56,0.5,5,<5,2.5,0.21,2.12,<0.01,<0.02,0.45,5.5,7,0.05,41,<0.05,0.09,1.6,1.5,60,4.3,17.9,<0.01,0.19,0.8,<0.2,0.2,21.7,<0.1,1.4,0.04,<0.1,0.3,8,<0.1,2.4,18
C-325786,6187,NM,36.1957,-107.8392,4/18/2009,Shrubland,Shrubland,0-15,<1,5.06,3.6,695,1.4,<0.04,0.45,N.D.,0.45,0.67,0.1,57.3,5.7,8,<5,12.3,1.38,12,0.01,<0.02,2.05,29.8,13,0.28,343,0.74,1.25,8.3,6.6,320,16.4,83.8,0.02,0.62,4.9,<0.2,1.2,224,<0.1,8.6,0.24,0.4,1.9,36,0.2,15.7,36
C-326152,6203,NM,36.9234,-103.8584,4/3/2009,Shrubland,Shrubland,0-100,<1,6.22,7.8,428,1.6,0.44,2.27,0.2,2.1,1.44,0.3,60.8,8.3,33,6,20.6,2.41,15.8,0.02,0.07,1.72,30.7,36,0.57,311,2.55,0.39,14.7,20.5,710,24,81.3,0.06,0.91,7.9,0.6,2.3,179,<0.1,12.5,0.25,0.7,3.2,64,1.3,18.8,70
C-326128,6207,NM,34.4778,-103.6882,4/14/2009,Forested Upland,Evergreen Forest,0-30,<1,4.19,4.6,419,1.3,0.18,0.66,0.1,0.6,0.86,0.2,51.5,6.3,20,<5,13.7,1.86,9.6,0.01,0.04,1.52,25.6,21,0.41,320,0.49,0.49,9.3,13.1,290,12.5,73.7,0.01,0.55,5.1,<0.2,1.4,81,<0.1,7,0.26,0.3,1.3,45,0.8,14.1,44
C-326070,6228,NM,32.0782,-108.3264,4/21/2009,Herbaceous Upland,Grasslands/Herbaceous,0-20,<1,6.14,3.6,757,1.6,0.31,0.66,0.2,0.5,1.85,0.3,68.8,7.7,20,6,22.7,2.88,14.8,0.02,0.05,2.63,35.5,32,0.6,551,0.98,1.25,15.2,13.5,610,21.9,108,0.01,0.88,5.7,<0.2,2,185,<0.1,10.4,0.34,0.5,1.6,59,1.4,22.8,72
C-324018,6292,NM,35.5725,-107.1339,4/9/2009,Shrubland,Shrubland,0-35,<1,5.12,7.8,471,1.6,0.06,1.2,0.6,0.6,2.12,0.1,50.3,6.9,29,<5,11.8,2.25,12.2,0.02,0.03,1.96,25.1,29,1.07,227,0.69,0.84,8.6,12.6,550,15.7,82.5,0.03,0.87,7.2,<0.2,1.4,131,<0.1,9.4,0.25,0.5,2.2,59,0.7,17.1,71
C-323836,6356,NM,34.2343,-108.8157,4/10/2009,Shrubland,Shrubland,0-10,<1,7.4,2.6,491,1.5,0.09,1.52,N.D.,1.52,4.06,0.2,40.3,30.3,170,<5,35.5,5.28,14.7,0.02,0.05,1.29,22.3,15,3.2,938,0.94,1.61,20.3,106,1340,9.4,30.5,0.03,0.38,16.6,<0.2,1.3,419,<0.1,4.5,0.66,0.2,1,115,0.5,17.1,65
C-325790,6383,NM,33.1186,-103.8283,4/16/2009,Herbaceous Upland,Grasslands/Herbaceous,0-50,<1,1.51,1.6,302,0.4,<0.04,0.23,N.D.,0.23,0.14,<0.1,17.1,1.9,5,<5,5.7,0.73,3.77,<0.01,<0.02,0.86,9.3,9,0.11,85,0.12,0.24,3.6,4.5,90,7.2,34.4,<0.01,0.29,1.8,<0.2,0.5,36.8,<0.1,2.5,0.09,0.1,0.6,19,<0.1,4.6,15
C-326157,6463,NM,33.2534,-104.3194,4/16/2009,Shrubland,Shrubland,30-May,<1,1.64,2.7,120,0.4,0.09,1.51,0.9,0.6,15.2,0.1,19.2,2.8,7,<5,6.7,0.68,4.02,0.01,<0.02,0.6,9.8,16,0.83,156,0.35,0.28,5.4,5.5,220,6.6,24.7,10.6,0.41,2.1,<0.2,0.7,465,<0.1,3.2,0.1,0.1,0.8,16,0.4,6.1,17
C-327705,6484,NM,31.8815,-108.2081,4/21/2009,Shrubland,Shrubland,0-10,<1,6.51,4.2,676,2,0.47,0.73,N.D.,0.73,0.5,0.3,88.8,8.3,29,6,24.2,3.02,16.3,0.02,0.05,2.69,49.1,31,0.52,428,1.04,1.19,18,16.3,400,26.2,160,0.01,0.83,7,<0.2,1.8,144,<0.1,12.8,0.37,0.8,2.4,60,2.6,27.6,73
C-323845,6548,NM,35.2753,-106.4099,4/6/2009,Shrubland,Shrubland,0-30,<1,5.01,6.9,375,1.6,0.22,6.81,2.4,4.4,9.18,0.3,49.2,9.8,45,16,17.6,2.55,10.8,0.03,0.04,1.2,26.6,41,1.08,419,0.79,0.44,9.4,22.3,570,17.5,76.2,0.05,0.84,9.3,<0.2,1.7,190,<0.1,8.5,0.27,0.5,3.8,55,1.1,15.6,45
C-327710,6804,NM,33.2723,-107.4217,4/20/2009,Forested Upland,Evergreen Forest,0-30,<1,6.77,2.6,988,1.4,0.15,1.16,0.7,0.5,4.16,0.1,60,10.4,22,<5,16.8,3.65,17.2,<0.01,0.04,2.24,27.1,23,0.83,522,0.77,2.38,10.8,17.7,600,22.1,96.6,<0.01,0.55,6.7,<0.2,1.5,597,<0.1,6.1,0.35,0.5,1.3,93,1.4,19.7,65
C-325755,6891,NM,36.0922,-103.2233,4/3/2009,Shrubland,Shrubland,0-50,<1,3.03,4.1,577,1,<0.04,3.72,2.1,1.6,6.64,0.3,34,5.1,19,<5,10,1.2,8.6,0.02,<0.02,1.23,17.3,14,0.38,215,0.38,0.4,6.7,9.4,380,12.5,53.3,0.03,0.55,4.8,<0.2,1,149,<0.1,5.2,0.14,0.3,1.3,33,0.3,12.1,39
C-325697,6895,NM,35.0092,-104.8157,4/4/2009,Shrubland,Shrubland,0-20,<1,2.38,3,279,0.7,0.1,1.26,0.3,1,1.57,0.1,29,3.2,8,<5,10.2,1.08,5.54,0.01,<0.02,0.93,14.8,12,0.24,164,0.44,0.34,5.8,9,270,9.5,40.3,0.02,0.4,3,<0.2,0.7,60.6,<0.1,4.4,0.16,0.2,1,28,0.6,8.9,26
C-326728,6955,NM,35.8486,-106.4247,4/9/2009,Forested Upland,Mixed Forest,0-30,<1,6.25,3.5,584,2.9,0.25,4.68,N.D.,4.68,0.66,0.1,73.6,7.2,23,<5,12.4,1.95,16.1,0.03,0.06,2.38,41.2,27,0.32,931,3.01,1.63,39.1,9.6,480,24.1,120,0.04,0.49,3.9,0.2,2.3,129,<0.1,11,0.29,0.5,2.7,37,2.6,23.4,71
C-327708,6996,NM,32.4387,-106.6156,4/18/2009,Shrubland,Shrubland,0-5,<1,6.8,4.4,684,2.2,0.82,0.28,N.D.,0.28,1.25,0.1,90.4,9.6,22,<5,38.1,3.75,18.3,0.01,0.05,2.95,48.5,19,0.42,443,1.83,1.79,18,13,650,30,149,0.02,0.61,6.6,<0.2,2.1,270,<0.1,18.9,0.44,0.7,2.2,90,3,21.8,61
C-324019,7147,NM,35.5904,-105.6301,4/6/2009,Forested Upland,Evergreen Forest,0-10,<1,4.24,4.7,414,1.3,0.28,7.98,1.9,6.1,8.07,0.4,47.7,7.8,41,<5,18.6,2.03,9.21,0.04,0.04,1.34,26.1,27,0.59,731,0.76,0.53,8.5,18.5,570,15,56.5,0.05,0.52,7.5,0.3,1.9,158,<0.1,7.1,0.22,0.4,2.3,46,1,19.5,57
C-326718,7151,NM,34.0101,-103.7369,4/14/2009,Shrubland,Shrubland,0-20,<1,3.27,3.6,343,1,0.14,0.72,N.D.,0.72,0.28,0.1,36,4.1,23,<5,11.7,1.38,6.8,0.01,<0.02,1.36,18.5,18,0.28,245,0.45,0.47,7.3,8.7,230,10.5,59,0.01,0.47,3.4,<0.2,1,75.4,<0.1,5,0.19,0.3,1,32,0.6,10,35
C-326194,7211,NM,35.5307,-107.2038,4/9/2009,Shrubland,Shrubland,0-20,<1,5.61,8.3,463,1.8,0.2,1.47,0.8,0.7,2.24,0.2,65.1,6.8,26,5,15.2,2.27,11.8,0.02,0.04,2.03,31.2,33,1.3,238,1.12,0.88,10.5,12.4,660,16.6,98.8,0.04,0.87,6.4,0.3,1.6,125,<0.1,9.8,0.28,0.4,2.4,59,1,18.4,66
C-326077,7231,NM,33.3695,-104.9051,4/16/2009,Shrubland,Shrubland,0-5,<1,3.84,4.3,361,1.1,0.17,5.09,3.7,1.4,12.3,1,46.6,6.1,28,<5,13.7,1.65,8.99,0.03,0.03,1.37,24.9,22,0.72,389,1.22,0.59,13.2,12.2,510,17.4,55.8,0.06,0.74,4.8,0.9,1.3,148,<0.1,7.9,0.25,0.4,3.3,40,0.9,15.6,50
